"uid","asin","title","stars","reviews","price","category","isBestSeller","boughtInLastMonth"
294853,"B08WCGDRZD","Voyageur Leger International Carry-On - Luggage with Wheels - Suitcase for Women & Men - Black & Gold Hardware",4.5,17,695,"Luggage","False",50
294854,"B0B2X1BDFH","Stratum 2.0 Expandable Hardside Luggage with Spinner Wheels, 28"" SPINNER, Slate Blue",4.5,395,89.95,"Luggage","False",300
294855,"B07456MK3Y","Carry-On Softside 8-Wheeled Spinner Garment Bag Luggage, Black, 21-Inch",4.4,198,127.27,"Luggage","False",200
294856,"B081FT4C2H","Cosmo Hardside Spinner Luggage, Fern Green, Carry-On 20-Inch",4.4,1880,46.4,"Luggage","False",700
294857,"B084P184MG","Ascella X Softside Expandable Luggage with Spinners, Black, Checked-Large 29-Inch",4.5,1703,198.41,"Luggage","False",100
294858,"B0C6KN855L","Carry On Underseat 16-inch Multi-functional Underseater Lightweight Overnight Suitcase with Wheels Roller Case for Women Men Travel Business, Black",4.5,78,88.99,"Luggage","False",300
294859,"B0936RQ4BR","Luggage Sets 3 Piece Softside Expandable Lightweight Durable Suitcase Sets Double Spinner Wheels TSA Lock Black (20in/24in/28in)",4.5,2995,144.39,"Luggage","False",200
294860,"B008PSVUUI","Helium Aero Hardside Expandable Luggage with Spinner Wheels, Blue Cobalt, Carry-On 21 Inch",4.4,7594,114.08,"Luggage","False",200
294861,"B015DC21PG","Melrose Upright Wheeled Underseater Luggage, Red, Carry-On 15-Inch",4.3,2997,59.99,"Luggage","False",600
294862,"B0C1BV92WS","Venture Luggage and Travel, Laurel, 7-Piece Set",4.1,28,169.53,"Luggage","False",200
294863,"B07C2PXPM4","Luggage Expandable(only 28"") Suitcase 3 Piece Set with TSA Lock Spinner 20in24in28in (lake blue)",4.7,8016,179.99,"Luggage","False",200
294864,"B07SKCD6XR","Women's Alma Hardside Spinner Luggage, Expandable, Rose Gold, Carry-On 20-Inch",4.6,4285,63.96,"Luggage","False",500
294865,"B099XBTHPK","5 Piece Kids' Luggage Set, Cars",4.7,4209,55.2,"Luggage","False",500
294866,"B07MGHP7SM","Alpha 3 International Expandable 4-Wheeled Carry-On - Weekend and Internation Travel Luggage - Black",4.1,60,895,"Luggage","False",0
294867,"B07VMRKC5F","Convertible Travel Garment Bag,Carry on Garment Duffel Bag for Men Women - 2 in 1 Hanging Suitcase Suit Business Travel Bag",4.3,5201,45.99,"Luggage","False",700
294868,"B07HGGV482","Tourlite Softside Expandable Luggage with 4 Spinner Wheels, Lightweight Suitcase, Men and Women, Black, Carry-On 21-Inch",4.5,239,144.49,"Luggage","False",200
294869,"B08GD1WLS4","Sympatico Hardside Domestic Spinner Luggage, Matte Black, 22-Inch Carry-On",4.6,167,599,"Luggage","False",50
294870,"B094LVRCZD","Boren Polycarbonate Hardside Rugged Travel Suitcase Luggage with 8 Spinner Wheels, Aluminum Handle, Black, Checked-Large 30-Inch",3.9,3065,99.99,"Luggage","False",300
294871,"B07MX2GMZM","Unisex Alpha 3 Continental Expandable 4 Wheeled Carry-On",4.1,35,975,"Luggage","False",0
294872,"B074KV7M6N","Luggage 4 Piece Set Suitcase Expandable TSA lock spinner softshell",4.6,2846,189.99,"Luggage","False",200
294873,"B0C5R989W2","Carry On Luggage 20 Inch Expandable Suitcase with Spinner Wheel, 3 Piece Hard Shell Luggage Set with TSA Lock",4.5,264,89.97,"Luggage","False",300
294874,"B00TXPG8D6","Original X Large Waterproof Washable Tip Proof Durable Open Tote Bag for the Beach Boat Pool Sports 19x15x9.5",4.8,6190,96.24,"Luggage","False",300
294875,"B0873S4BV4","ZDX Luggage, Black, Carry-On 22 Inch",4.5,62,499,"Luggage","False",50
294880,"B004FCQAIU","Amsterdam Softside Expandable Rolling Luggage, TSA-Approved, Lightweight, Navy, Carry-on 21-Inch",4.2,19775,49.99,"Luggage","False",400
294881,"B00BTK1AKY","Melbourne Hardside Expandable Spinner Wheel Luggage, Blue, 3-Piece Set (20/24/28)",4.3,11225,137.3,"Luggage","False",200
294882,"B07P927Y9F","Luggage Suitcase Piece Set Carry On ABS+PC Spinner Trolley with pocket Compartmnet Weekend Bag(Night navy, 2-piece Set)",4.4,4351,179.99,"Luggage","False",100
294883,"B07BL4XRQ2","Maxlite 5 Softside Lightweight Rolling Underseat Tote Upright 2 Wheel Bag, Men and Women, Black, 16-Inch",4.6,823,124.4,"Luggage","False",200
294884,"B09VPDMFSY","Garment Duffle Bags for Travel, Bukere Convertible Carry on Garment Duffel Bag for Men Women, Shoe Compartment, 2 in 1 Hanging Dress Suitcase Suit Travel Bags, Midnight Grey",4.6,1808,49.99,"Luggage","False",600
294885,"B072Z7K96L","Clear PVC Suitcase Cover Protectors 28 Inch Luggage Cover for Wheeled Suitcase (28''(24.80''H x 19.90''L x 12.40''W))",4.2,4751,17.99,"Luggage","False",1000
294886,"B07MGHN9SW","Alpha Continental Dual Access 4-Wheeled Carry-On Luggage - Rolling Suitcase for Men and Women - Luggage Carry-On with 4 Spinner Wheels - Rolling Luggage with Security Zippers",4.3,47,1050,"Luggage","False",0
294887,"B0BZHP591K","Versatile Aluminum Frame Carry-On Luggage with USB Charging Port, Front Compartment, TSA Lock, Airline Approved Carry On Hardside Suitcase with Spinner Wheels(White, 20-lnch)",3.9,26,189.99,"Luggage","False",100
294888,"B0B12RPMXF","Platinum Elite Hardside Expandable Spinner Wheel Luggage TSA Lock Hard Shell Polycarbonate Suitcase, Dark Sky Blue, Carry on 21-Inch",4.4,745,314.49,"Luggage","False",50
294889,"B07PQNMT5K","Winfield 3 DLX Hardside Luggage with Spinners, 3-Piece Set (20/25/28), Graphite Grey",4.3,3376,431.17,"Luggage","False",50
294890,"B0C6GPCDRD","Garment Bag Travel Suit Bag for Men Large 40-Inch Carry on Garment Bag Up to 3 Suits for Business Trips,2 in 1 Hanging Suitcase Luggage Bags for Travel,Foldable Carry On Bag Fits 15.6Inch Laptop,Black",4.8,54,45.99,"Luggage","False",500
294891,"B0BLMT9CF1","Carry On Luggage 22x14x9 Airline Approved, 1OO% PC Lightweight Carry On Hardside Suitcase, 20 Inch Hard Shell Luggage with Spinner Wheels, Waterproof Rolling Suitcase for Men and Women, Black",4.3,102,84.79,"Luggage","False",200
294896,"B0B4NPQ1PH","3 Piece Luggage Sets,Suitcase with Spinner Wheels,Luggage Set Clearance for Women, Lightweight Rolling Hardside Travel Luggage with TSA Lock (Black, 5PCS)",4.4,1336,199.95,"Luggage","False",100
294897,"B002B4K5Z8","Duffel Bag",4.7,14145,19.99,"Luggage","False",1000
294898,"B07WY7BQ5K","Queensbury, Navy, 4 Piece",4.3,233,376.34,"Luggage","False",50
294899,"B07B6J1H24","Fieldbrook XLT Softside Upright Luggage, Black, 4-Piece Set (BB/WD/21/25 UP)",4.4,8568,80,"Luggage","False",300
294900,"B01DTGGYSI","Belle Voyage Softside Luggage with Spinner Wheels, Black, Carry-On 21-Inch",4.6,2456,78.9,"Luggage","False",300
294901,"B07FNSKMST","Oxford Expandable Spinner Luggage Suitcase with TSA Lock - 30.1 Inch, Black",4.5,2946,119.47,"Luggage","False",100
294902,"B085779HFG","Reaction Chelsea Luggage Chevron, Black, 4 Underseater",4.4,2382,139.99,"Luggage","False",100
294903,"B07XGHDK66","Pelican Air 1615 Travel Case - Suitcase Luggage (Blue)",4.7,386,509.95,"Luggage","False",0
294904,"B0C7J43WFH","18 Inch Personal Item Removable Wheels Suitcase 2.0 Converts From Hardshell Carry-On Into Under The Seat Luggage and Fits Into Airline Personal Item Sizer 18x14x8 Inch Requirements",4.4,319,119.99,"Luggage","False",50
294905,"B09WXLYG6C","Aspire DLX Softside Expandable Luggage with Spinner Wheels, Checked-Medium 25-Inch, Emerald",4.6,594,130.29,"Luggage","False",200
294906,"B06XKFY3FR","Tri-Fold Garment Bag",4.6,5142,36.68,"Luggage","False",600
294907,"B09JSFMSBP","Carry On Garment Bag, Large PU Leather Duffle Bag for Women, Waterproof Garment Bags for Travel with Shoe Pouch, 2 in 1 Hanging Suitcase Suit Travel Bags, Gifts for Women, Pink",4.3,3950,42.99,"Luggage","False",700
294910,"B0BLNMZKQN","Weekender Bags for Women,Carry on Bag,Overnight Bag with Trolley Sleeve,Sports Tote Gym Bag,Travel bag for Women, White",4.7,1218,26.99,"Luggage","False",0
294911,"B0C2KQM3PG","Travel suitcase set 3 piece 20/24/28 Lightweight Durable ABS Carry on Luggage with TSA Lock hard suitcases Wine Red Local Warehouse",5,4,120.85,"Luggage","False",0
294912,"B09RK5RNTD","MISSLO 65"" Long Garment Bags for Travel Dress Bags Wedding Dress Cover Waterproof Clothing Bags Storage Traveling Clothes Protector for Closet Wardrobe Bags 2 Packs for Gowns, Tuxedos, Coats, Black",4.4,1147,20.97,"Luggage","False",1000
294913,"B0BZVJKRGM","Luggage Sets, Suitcases with Wheels, 3 Piece Luggage Set, Suitcase Set with TSA Lock Spinner Wheels YKK Zippers, 20in 24in 28in (Dark Green)",4.7,165,169.99,"Luggage","False",100
294914,"B0BGP47CB6","Carry On Luggage 20 Inch,Softside Expandable Suitcase with Spinner Wheels, Travel Luggage Airline Approved Rolling Lightweight Suitcases with Front Pocket for Women Men (Black)",4.3,195,94.99,"Luggage","False",300
294915,"B0B69MZ75Q","20 Inch Carry On Luggage 22x14x9 Airline Approved, Carry On Suitcase with Wheels, Hard-shell Carry-on Luggage, Navy Small Suitcase, Hardside Luggage Carry On with Cosmetic Carry On Bag",4.1,432,98.64,"Luggage","False",200
294916,"B0C991K659","Carry on Luggage 22x14x9 Airline Approved, 20 Inch Hardshell Spinner Hardside Suitcase with Wheels, USB Port, TSA Lock for Travel Quick Getaway Business (Green)",4.8,103,139.99,"Luggage","False",100
294917,"B084LP1JLY","Anzio Softside Expandable Spinner Luggage, Teal, Checked-Large 30-Inch",4.1,1706,98.62,"Luggage","False",300
294918,"B09BBSBMJF","Quest Hardside Spinner Luggage, Grey/Orange, Carry-On 21-Inch",4.7,112,69.99,"Luggage","False",200
294919,"B074ZKXZ74","4 Kix Expandable Softside Luggage with Spinner Wheels, Black/Grey, Carry-On 21-Inch",4.6,2273,78.83,"Luggage","False",300
294920,"B08YYC49TY","Luggage Expandable Suitcase PC+ABS 3 Piece Set with TSA Lock Spinner Carry on 20in24in28in(Black, 3 piece set)",4.6,1351,169.99,"Luggage","False",100
294921,"B08HR767FC","66” Premium Tri-Fold Carry On Destination Wedding Dress Travel Garment Bag, Black, 66 Inch",4.7,117,169.99,"Luggage","False",100
294922,"B09Y28D7QT","Black, 22 Inch Garment Duffle Bag",4.3,20,369,"Luggage","False",50
294923,"B0C9ZHNNF6","Carry on Luggage with Front Compartment, Airline Approved, 22-Inch Suitcases with Wheels for Trips, Men, Women, 22 X 14 X 9 Inches (Plein Air Blue)",4.8,86,112.99,"Luggage","False",100
294924,"B0C6G2RWQ7","Aluminum Frame Carry On Luggage with Cup Holder and Usb Port, Front Compartment, TSA Lock, 22x14x9 Airline Approved Carry-On Hardside Suitcase with Spinner Wheels(White, 20-lnch)",3.9,17,179.99,"Luggage","False",100
294925,"B0BXVWJ644","Omni 2 Hardside Expandable Luggage with Spinner Wheels, ICY Lilac, 2-Piece Set (20/28)",4.4,234,190.48,"Luggage","False",50
294926,"B084YXHFCL","Road Runner Carry On Luggage, 20‘‘ Lightweight PC Hardside Luggage with Front Pocket, Rolling Suitcase with Spinner Wheels, Travel Suitcase for Women & Men, TSA Locks-Black",4.4,762,179.99,"Luggage","False",100
294927,"B0826L1NV2","Women's Hudson Softside 3-Piece Spinner Luggage Set, Black with Rose Gold, (16/20/28)",4.3,988,119.55,"Luggage","False",100
294928,"B09Y29HTQH","Baseline, Black, Carry-On Garment Spinner Bag",4.6,12,779,"Luggage","False",0
294929,"B07YGY827P","Pro Travel Softside Expandable Luggage with Spinner Wheels, Black, Carry-On 21-Inch",4.4,257,254.99,"Luggage","False",50
294930,"B07QYC2621","Crew Versapack Softside Expandable 8 Spinner Wheel Luggage, USB Port, Men and Women, Titanium Grey, Carry on 21-Inch",4.7,298,229.49,"Luggage","False",50
294931,"B0B6NCSD1F","Luggage Suitcase expandable (only 28”) ABS+PC Spinner suitcase with TSA Lock carry on 20 in 24in 28in",4.6,1289,89.99,"Luggage","False",200
294932,"B09Y2BNMTM","Uprights, Black, 21-inch Baseline Global Carry-On",4.6,46,659,"Luggage","False",0
294933,"B00BL9XDVC","Melbourne Hardside Expandable Spinner Wheel Luggage, Purple, Carry-On 20 inches",4.5,7891,67.34,"Luggage","False",300
294934,"B07QQNTNMD","SLEEPING LAMB 72'' Bridal Wedding Gown Dress Garment Bag 15'' Gusseted Garment Cover Shoe Pockets Travel Garment Storage Bag for Prom, Evening Gowns, Black",4.7,3577,17.99,"Luggage","False",1000
