"uid","asin","title","stars","reviews","boughtInLastMonth","isBestSeller","price"
298517,"B0B75SLYVF","Womens Carry-on 22"" in Printed Coated Canvas On The Go Carry on 22 roller suitcase, Black & White Soulful Desert, Carry-On 22-Inch US",2.7,1611,200,0,30.58
295217,"B0CFZL8PJN","Spinners, Plum, 22-inch Baseline Essential Carry-On",2,1505,0,0,31.68
298458,"B07ND1L9N8","By Aline Travel Suitcase Cover With Lycra Spring & Velcro, Small, Orange",3.3,993,400,0,87.49
296006,"B0BB9NSBQ5","Kids Ride-On Luggage with Wheels Suitcase Fits to Toddler Aged 3-12 Years old （Red Car Checked-Large 25-Inch",2.7,449,0,0,91.05
296630,"B010WU9E7W","Epic Softside Medium Check-in",1.6,3024,50,0,105.66
294900,"B01DTGGYSI","Belle Voyage Softside Luggage with Spinner Wheels, Black, Carry-On 21-Inch",0.7,3471,0,0,181.03
295517,"B09SPB3W63","ABS Hardside Large Suitcase, 28 Inch luggage with Double Spinner Wheels,TSA Travel Luggage Locks(28 Inch,Green)",1.5,3126,400,0,148.87
299669,"B085TRNKHY","Mickey Mouse 1928 Legend Reusable Tote Bag - 13.5 x 15.5 Inch",3.1,2068,0,0,84.6
295282,"B0BZK9FLD4","Carry On Luggage Airline Approved, Lightweight Suitcases With Wheels, TSA Lock, Hard Case Luggage, (20 Inch Carry On luggage) Grey",3.9,4141,0,0,116.35
296865,"B0BS2TPZWR","Carry on Luggage, White Suitcase with TSA Lock, 8 Spinner Wheels Hardside Luggage 22x14x9 Airline Approved for Travel Weekender Overnight (white, 20-inch)",2.4,1196,100,0,115.3
298008,"B072BCV1CL","Titan Jumbo Hardside 3-PC Spinner Luggage Set with TSA Lock, Navy, One_Size",3.5,872,200,0,114.48
297598,"B09194Q8N9","Travel Suitcase Protector African American Girl Elastic Protective Washable Luggage Cover With Concealed Zipper Suitable For 18-32 Inch -L(A little large)",3.9,233,200,0,39.98
297466,"B0C9N4V8SR","Mermaid Selfcare Keepall, Carry-On Overnight Travel Bags for Teens & Girls, Weekender Travel Tote Bag, Girs' Personal Item Travel Bag, Small Travel Bag, 18.5 x 7.1 x 10.6 in",1.9,2860,50,0,107.03
294866,"B07MGHP7SM","Alpha 3 International Expandable 4-Wheeled Carry-On - Weekend and Internation Travel Luggage - Black",1,933,0,0,63.06
295415,"B07414Y4CF","Luggage Protector Suitcase Cover PVC Waterproof Travel Suitcase Fits Most 20"" to 30""(28"")",4.1,3720,200,0,220.5
295472,"B0C3D2ZQ1W","Carry-On Hardside Lightweight 20-Inch Luggage Trolley Suitcase 4 Silence Spinner Wheels ABS, TSA Lock & Airline Approved",4.5,1491,50,0,130.73
298504,"B0BX3V9FVR","Mesh Beach Tote Womens Large Bag with Multiple Pockets Womens Shoulder HandbagVacation Beach Pool Trip Swimming Family",4.6,1076,0,0,104.81
297366,"B0C6FV6RHV","Mermaid Canvas Tote Siren's song",2.1,3401,200,0,181.84
296406,"B01I69GAVY","Bellagio 2.0 Spinner Trunk - 32 Inch - Luxury Bags for Women and Men - TSA Approved Luggage - Cream",1.7,5424,0,0,145.73
297703,"B082XJCWX9","Kids 3 Piece Luggage Travel Set, Ladybug",4.3,2162,200,0,95.93
297000,"B0BR5DX6MQ","Large Color Blocked Canvas Tote, Tan-Cream/Papaya/Posie Pink/Saddle",4.3,1035,50,0,123.69
299526,"B0BB8JKLHV","Tranverz XXS - Black Denim",3.2,1881,400,0,123.86
298468,"B09WZJRQF4","Women's Essential Medium Pouch in Eco-Twill",2.1,1514,300,0,117.56
298917,"B0C4PLM97L","Travel Luggage Cover Cherry Blossom Washable Spandex Travevl Luggage Protector Baggage Suitcase Cover Apply to 18-32 Inch Travel Suitcase",3.7,3317,400,0,124.61
297445,"B09LLKZLK8","Santa Barbara Design Studio F2F Holiday Canvas Tote Bag, 20 x 11-Inch, Naughty/Nice",4.2,1552,0,0,115.75
296667,"B08GG9HB69","Seville 2.0-5pc Set, Purple",0.6,653,0,0,125.13
297633,"B09MW1JSWS","Women's Bar Bag",1.3,4428,50,0,175.88
296955,"B0899Z51WZ","Beach Bags XXL Tote Bags Gym Totes Outing Swim Pool Bag Picnic Kitchen Reusable Grocery Bags Travel Tote Bags",3.5,857,100,0,142.2
297545,"B09VD9RRPS","Quaint 27"" Hardside Checked 8 Wheel Expandable Spinner, Black with Almond Trim",3.2,2513,0,0,138.93
294991,"B0C5HJSSLG","Luggage 20 Inch Carry On Luggage Sets, Expandable Suitcase Set with Spinner Wheel and TSA Lock, Hard Shell 3 Piece Luggage Sets for Travel",3.6,2933,100,0,164.06
296114,"B0BKQ4TRLL","55x40x20cm Velocity Suitcase 4 Wheel Luggage Cabin Bags 55 x 40 x 20 Suitable for Ryanair, Easyjet, Jet 2 Paid Carry On, White, 55x40x20, Carry on suitcase 55x40x20… (White)",2.8,2261,50,0,146.81
297361,"B00380TQJK","Mud Pie Classic Black and White Initial Canvas Tote Bags (H), 100% Cotton, 17"" x 19"" x 2""",0.8,37,100,0,65.42
295311,"B0C4T56X2Y","Luggage Sets 5 Piece, Expandable Luggage Set Clearance for Women, Suitcases with Wheels, Hardside Hard Shell Travel Luggage with TSA Lock (White, 5pcs)",3,908,400,0,47.39
299484,"B094GGBTVP","Extra Large Mesh Beach Bag With Zipper 8 Pockets Mesh Tote Bag With Shoulder Strap Mesh Duffle Bag for Family",3.9,657,200,0,79.64
296565,"B07DYHZSFW","Trade Dual ABS Spinner, Black, 40.0L/23-Inch",1.8,4314,100,0,163.14
295016,"B0C1VLQ278","Luggage Sets of 3 Piece Carry on Suitcase Airline Approved,Hard Case Expandable Spinner Wheels (Black)",3.5,1529,300,0,124.73
298483,"B0BZJ948HS","BIGCARJOB Rainbow Tie Dye Luggage Handle Wrap for Suitcase,4 Pcs Reusable Luggage Makers Covers Wraps Travel Accessories for Luggage/Suitcase,Women Girls Door Handle Protection Covers",3.2,1113,50,0,97.43
297257,"B0BRSYBP15","Clavel Hardside Expandable Luggage with Spinner Wheels, Black, 2-Piece Set 19/30",4,789,300,0,88.06
297260,"B0C6R84MG1","Traveller Large Tote with Adjustable Webbing Strap",2.8,812,100,0,70.92
296252,"B09V94LWC6","Divinity II 22"" Softside Carry-On 8 Wheel Spinner, Black",4,3687,0,0,160.22
298618,"B0CFPV2P9X","Gay Panic Tote Bag LGBT Comics TV Show Inspired Gifts Nick And Charlie Merch Hi Hi Leaves Gift",4.5,5113,50,0,134.98
298641,"B0BGCCXXHK","FILFEEL Baby Suitcase Toy, Childs Suitcase, Mini Luggage Box, Cute Plastic Rolling Suitcase Silver",4.6,2187,200,0,178.65
295720,"B0CB3PQ19Z","20inch Airline Approved Carry on luggage with Spinner Wheels,Aluminum Framed Suitcase,Hard Case carry on Luggage Built-In TSA lock,with USB Port & Cup Holder & Phone Holder(Black)",2.2,748,50,0,108.99
297959,"B09QC7FG5D","Skyway Epic 2.0 Hardside 4 Wheel Spinner, Lightweight Suitcase, Unisex, Stylish, Bone, Checked-Medium 24-Inch",2.9,2323,200,0,134.2
294770,"B07H8SWKPC","Underseat Carry-On Spinner with USB Port, Purple, One Size",2.6,1005,50,0,129.12
294800,"B07LFS3LTH","Luggage Expandable(only 28"") Suitcase PC+ABS Spinner 20in 24in 28in Carry on (white grid new, S(20in)_carry on)",3.3,63,100,0,64.46
295904,"B0BM56KMWF","Cotton Weekender Travel Bag",4.9,2529,200,0,120.1
295407,"B09JT3YLML","REACTION Renegade_Collection, Navy Blue, 20-Inch Carry On",3.7,662,300,0,122.89
298799,"B0CBMSB979","Rubber Beach Bag Accessories Charms - 3"" Beach Charm Accessories for Rubber Beach Totes with 0.5'' dia Holes",1.5,1637,0,0,135.48
297771,"B0C3B81N2W","HHYOOSOO Full Clear Luggage Covers Luggage Protector Suitcase Cover PVC Waterproof Luggage Cover Thicken Suitcase Protector Cover Fits Most 20"" to 30"" (30 INCH)",4.1,3809,100,0,181
298737,"B0CBM46WYD","Cartoon Cat Luggage Cover Luggage Attachment with Concealed Zipper Dust Finger Cover Suitable for 18-32 Inch Decorative Luggage Cover Set S Size",3.8,819,300,0,110.04
298036,"B0C5VPCVK8","Expandable ABS Hardshell Luggage Sets 3 Piece Suitcase with Spinner Wheels Suit Case Lightweight, Black/Brown, 20/24/28 Inch",0.7,1018,50,0,81.85
298157,"B08155PLV9","2 Piece PVC Replacement Spinning Wheels Suitcase Bag Repair Parts Swivel Travel Luggage Wheels Replacement kit samsonite Luggage Wheel",4.7,3130,50,0,231.59
298679,"B0C77D85KH","Accessories for Bogg Bag Rubber Beach Bag Charms, Insert for Tote Hand Bags, Personalize your Tote Bag with Alphabet Letters",4.3,1576,0,0,159.48
297124,"B07MK5CCZW","Cruise Captain Rolling Bag",4,1397,200,0,132.32
299568,"B00JQQGYUE","Flip Flop Scoop Tote Beach Bag",3,1589,50,0,130.12
298233,"B07NW21KY1","Carry All Tote Bag with 7 Outside Pockets (Large, Black)",4,2437,500,1,233.78
295705,"B0B3J3FLJR","Continental Front Pocket Expandable 4 Wheeled Carry-On Blush",1.8,418,100,0,101.52
299615,"B00CAM55ZQ","Blue Wave Handy Tote for Pool Floats, Blue Large",4.8,4159,100,0,204.69
299074,"B079SGJN4J","Luggage Atlantic Ultra Lite Hardsides Spinner Suitcase, Bright Violet, Checked Large 28-Inch",2.4,52,50,0,135.79
295528,"B0C8JBHJ6M","3 piece Hard Shell Luggage Sets Suitcase Set, PC+ABS Lightweight Hardside Travel Suitcase with Spinner Wheels & TSA Lock for Women Men (20/24/28 inch)",4.3,5068,200,0,203.82
296577,"B07KPTBKZ4","Mickey And The Roadster Racers 18"" Carry-On Duffel Bag",4.3,399,200,0,64.09
299024,"B0C9Z81G4Z","Cartoon Kitty Travel Duffel Bag Large 22x10x7 Foldable Weekender Overnight Bag Carry on Luggage Duffle Sports Tote Gym Bag for women (black-A)",2.7,3976,100,0,180.7
298241,"B01NCESDQN","Headphone KR17-07/GM Key Fob - Headphones - Cast Metal/Silicone - Trend: Music - Listen to Music - Gunmetal Grey - The Original by Troika",4.8,292,0,0,78.35
297505,"B0B2KPZR6B","unisex-adult Camp Tough Tote Bag",1.8,2399,0,0,135.92
299509,"B0B523FS4X","Albany Eco Softside Lightweight Fashion Spinner Luggage Suitcase (Large Duffle, Black)",2.9,1393,200,0,118.94
296247,"B0BPMB576Y","3 Pcs Luggage Cover Suitcase Protector Travel Suitcase Cover Anti Scratch Luggage Protector Washable Fits 18-28 Inch Luggage (Black)",2.9,1338,50,0,115.38
295707,"B09V8YQWGT","Divinity II 28"" Softside Checked 8 Wheel Spinner, Black",3.2,280,300,0,91.03
295459,"B0BYGW6SSY","Voyageur Leger Continental Carry-On - Luggage with Wheels - Suitcases for Women & Men - Black & Gunmetal Hardware",4.9,561,0,0,99.37
296426,"B06Y45Z8WG","Suitcase, Blue (Midnight Navy), Medium (67 cm-81 Litre)",1.9,1830,50,0,152.06
298484,"B0C6JW9MXB","Women's Canvas Tote Zipper Tote With Inner Pocket Shoulder Tote Reusable Travel Beach Shopping Bag Fitness Gift",4,2555,200,0,158.97
298971,"B0912KPCHY","CV-Venture Zip Around Tote - Pawprint",3.3,3469,100,0,132.71
299494,"B0C1Y71MJM","LC LICTOP Luggage Protector Suitcase Cover 22Inch PVC Waterproof Travel Suitcase Cover,Clear and Black Edging 1pc",3.7,8,200,0,42.6
299297,"B0BQ9QTM4N","Unisex Adult Yasmine Hardside Lightweight Expandable Spinner Luggage, Burnt Sienna, 3-Piece Set",4.7,2564,100,0,96.67
297003,"B0B8XC3DNY","Garment Duffel Bags for Travel,Convertible Carry on Bag,Detachable Shoulder Strap,Hanging Suitcase Suit Travel Bags for Men Women Business Trips",2,358,50,0,144.84
298886,"B0B784HXRY","Regal Vintage Style Hardside Carry-On Retro Train Case Spinner Luggage, Black, 2-Piece Set (Tote/20-Inch)",2.5,3650,50,0,185.95
297016,"B0BM3YCT2G","Utility Duffel",3.4,1757,0,0,116.28
296484,"B0B3C6J587","Seasons Hardside 2-Piece Carry-On Spinner Luggage Set, Peonies, One_Size",3.7,1021,50,0,86.98
299038,"B083PP6WYF","X Travel Boarding Tote One_Size",4.2,2522,300,0,138.37
296059,"B07F6HPFDY","Women’s Dress and Gown Garment Bag -72”x24” and 10” Tapered Gusset Prom Bags (Black & White Dress)",3.4,460,400,0,120.14
298762,"B0B3MVQJLQ","Women Girls Luggage Cover Suitcase Protector Washable Baggage Covers 18-32 Inch Print Strawberry Pink",2.3,866,200,0,57.17
296787,"B072QY195N","Women's Stella 21"" Hardside Carry-on Spinner Luggage,Telescoping Handles, Rose Gold, One Size",4.8,1213,200,0,115.03
296683,"B01N4Q8KJ3","Women's Gown Garment Bag - Wedding Prom Dresses - 72""x24"", 10"" Gusset (Hot Pink and Black Tiara Panel)",2.8,2284,100,0,116.53
298490,"B0B52HWGGZ","Disney Minnie Mouse 21 Inch Rolling Luggage, Molded Hardshell Carry On Suitcase with Wheels, Gold (FCFL0141-715)",4.6,428,300,0,90.96
296187,"B007WQJPCE","S'Cure - Spinner",4,4100,200,0,147.27
295215,"B0CJ3PRH26","Skyline Spinner Luggage, Filmy, 20-Inch Carry-On",4.2,2157,300,0,126.22
297215,"B07KYXBF4L","Designer Luggage Collection - Expandable 24 Inch Softside Bag - Durable Mid-sized Lightweight Checked Suitcase with 4-Rolling Spinner Wheels (Royal Blue)",3.7,2729,200,0,152.56
299281,"B0C98X1M93","Beach Bags for Women Aloha Waterproof Sandproof Beach Tote Pool Large Bag with Zipper",3.9,856,200,0,115.24
296732,"B0B2YPD56C","Wave Hardside Spinner Luggage, Black/Blue, Carry ON",4.4,2082,0,0,197.77
297357,"B0C77WR5YN","Designer Luggage Collection - Lightweight 24 Inch Expandable Softside Suitcase - Mid-size Rolling 4-Spinner Wheels Checked Bag (Black, 24in)",5,1231,100,0,154.44
294829,"B0BNF5TRHY","Premium Rolling Garment Bag with Multiple Pockets, Black, 45-Inch",1.9,519,0,0,57.42
298756,"B0C68LDSY8","Television Gift Comedy Tragedy Mask Theatre Drama Bag Actress Gifts Zipper Pouch Musical Lover (musical matilda tote)",3,941,100,0,62.71
299555,"B01N39F8B4","Spandex Luggage Medium Suitcase Cover, Zebra",3.8,3090,200,0,175.22
298063,"B0CBMTX3TG","Rubber Beach Bag Accessories Charms - 6 Pack Scarf Coin Purse Flower 3 Charms for Beach Totes with 0.5'' dia Holes",0.9,323,100,0,94.18
295940,"B0B2CNLL33","Disney Princess Girl Power 21 Inch Kids Rolling Luggage, Hardshell Carry On Suitcase with Wheels, Multi, Blue (FCGL0028SAMEC-410)",3.7,171,100,0,139.2
299510,"B000XVAU06","Carry-All Bag, Saddle, One Size",1.1,872,200,0,73.08
