"","id","age","female","performance","retreat","sales"
"56",56,51,0,87.07,FALSE,2166874.17988667
"57",57,52,0,91.23,FALSE,2159365.23356586
"58",58,39,1,75.84,TRUE,2026098.64284268
"59",59,46,0,85.77,FALSE,2133825.90855587
"60",60,54,0,75.33,TRUE,1991606.31926186
"61",61,48,1,91.05,FALSE,2209455.0083872
"62",62,46,1,68.23,TRUE,1900812.95003343
"63",63,42,1,75.06,TRUE,1988601.64441311
"64",64,46,0,82.8,FALSE,2085031.06974133
"65",65,51,0,81.46,FALSE,2051898.1841607
"66",66,41,1,60.62,TRUE,1727647.50246404
"67",67,35,1,77.97,TRUE,2034878.28117288
"68",68,50,1,93.27,FALSE,2286818.15849148
"69",69,49,0,80.69,FALSE,1861041.04466204
"70",70,41,0,78.39,TRUE,2076856.04763598
"71",71,46,0,78.26,TRUE,2077125.14626355
"72",72,54,1,93.12,FALSE,2245349.90101161
"73",73,41,0,78.32,TRUE,2066469.2622956
"74",74,51,0,55.05,TRUE,1708121.1596965
"75",75,43,1,59.31,TRUE,1715033.32883026
"76",76,55,0,63.15,TRUE,1825884.04110293
"77",77,50,0,82.02,FALSE,2172422.48545626
"78",78,47,0,78.63,TRUE,2034481.48924893
"79",79,43,0,91.58,FALSE,2185356.6788335
"80",80,47,0,76.18,TRUE,2065035.0250364
"81",81,47,0,70.03,TRUE,1890459.93173438
"82",82,30,1,27.03,TRUE,1377475.63390453
"83",83,41,1,50.56,TRUE,1600390.96077092
"84",84,55,1,83.39,FALSE,2109525.45355774
"85",85,49,1,91.01,FALSE,2149589.84847823
"86",86,39,1,51.43,TRUE,1560312.28676992
"87",87,46,0,66.44,TRUE,1876130.99222804
"88",88,29,0,83.09,FALSE,2036183.83272316
"89",89,49,1,73.92,TRUE,1951177.38290265
"90",90,49,0,83.49,FALSE,2195647.16018467
"91",91,38,1,71.89,TRUE,1953708.11362197
"92",92,42,0,88.51,FALSE,2134811.2556919
"93",93,58,0,71.87,TRUE,1995932.08298836
"94",94,41,1,67.82,TRUE,1958160.91261629
"95",95,56,0,76.16,TRUE,2081444.5522812
"96",96,40,1,78.7,TRUE,2006191.69010798
"97",97,44,1,85.5,FALSE,2074796.96654361
"98",98,50,1,90.77,FALSE,2208377.78084531
"99",99,37,0,55.08,TRUE,1617813.58040124
"100",100,50,0,74.77,TRUE,1970247.49332788
"101",101,50,0,55.6,TRUE,1660370.52682823
"102",102,54,1,92.03,FALSE,2283527.07337703
"103",103,44,0,71.85,TRUE,1949181.7814391
"104",104,30,1,59.96,TRUE,1739705.43318144
"105",105,44,1,75.68,TRUE,2046794.6099905
"106",106,51,0,78.62,TRUE,2075618.23598309
"107",107,50,0,87.17,FALSE,2120596.33824726
"108",108,34,1,57.87,TRUE,1705497.1370671
"109",109,41,1,73.65,TRUE,1988178.88349435
"110",110,51,0,85.26,FALSE,2084400.23643389
"111",111,45,1,94.2,FALSE,2269933.5577291
"112",112,50,0,85.33,FALSE,2181669.06080215
"113",113,43,1,70.65,TRUE,2010906.91766605
"114",114,38,0,50.18,TRUE,1633601.59421652
"115",115,44,0,70.08,TRUE,1968017.14876601
"116",116,50,1,91.37,FALSE,2124526.54667291
"117",117,40,1,60.08,TRUE,1708989.16232703
"118",118,43,1,95.14,FALSE,2292060.0588173
"119",119,54,1,81.45,FALSE,2026227.76698946
"120",120,53,0,80.68,FALSE,1932083.51575084
"121",121,45,0,96.81,FALSE,2237851.04218624
"122",122,50,1,53.01,TRUE,1581394.73275344
"123",123,48,0,85.15,FALSE,2043322.56361798
"124",124,49,0,80.96,FALSE,2012549.80824809
"125",125,41,0,60.93,TRUE,1712342.9887789
"126",126,46,1,77.18,TRUE,2013504.39575294
"127",127,48,1,64.05,TRUE,1868248.55566184
"128",128,51,0,66.8,TRUE,1880711.28281095
"129",129,34,1,69.58,TRUE,1923879.27377034
"130",130,52,0,64.24,TRUE,1772112.59657292
"131",131,42,1,67.98,TRUE,2017122.48718143
"132",132,53,1,81.63,FALSE,2102448.18053843
"133",133,49,0,73.3,TRUE,2017291.32788964
"134",134,42,0,72.82,TRUE,1874222.95758585
"135",135,39,1,79.35,TRUE,2075816.91818841
"136",136,50,0,90.2,FALSE,2166801.40519331
"137",137,43,1,88.21,FALSE,2198990.67764603
"138",138,46,1,81.83,FALSE,2103256.19373171
"139",139,45,0,87.95,FALSE,2203572.73740554
"140",140,51,0,79.78,TRUE,2123586.5802464
"141",141,45,1,82.19,FALSE,2041147.96939829
"142",142,54,0,78.48,TRUE,2045877.39483144
"143",143,41,1,66.61,TRUE,1880157.54456852
"144",144,44,1,61.24,TRUE,1681140.87485126
"145",145,40,1,27.99,TRUE,1385567.25669946
"146",146,43,1,76.46,TRUE,2132153.90886375
"147",147,39,1,80.75,FALSE,1982364.60287596
"148",148,43,1,74.37,TRUE,2073617.25254542
"149",149,47,0,80.94,FALSE,2021477.90091909
"150",150,53,1,96.16,FALSE,2332194.09305339
"151",151,35,0,37.21,TRUE,1447023.5361871
"152",152,46,1,87.84,FALSE,2149663.21326757
"153",153,47,1,90.9,FALSE,2249708.12981954
"154",154,51,1,70.46,TRUE,1872812.89483531
"155",155,41,0,75.81,TRUE,2016399.92994335
"156",156,60,0,99.28,FALSE,2227235.7263772
"157",157,56,1,77.03,TRUE,2133341.79602752
"158",158,45,1,66.45,TRUE,1868649.82952478
"159",159,34,1,53.24,TRUE,1621334.24935229
"160",160,45,0,45.28,TRUE,1543302.06269633
"161",161,41,1,83.58,FALSE,1996252.45933119
"162",162,48,0,59.13,TRUE,1718274.83628674
"163",163,57,0,78.74,TRUE,2038602.84070272
"164",164,50,1,83.99,FALSE,2035164.10034388
"165",165,54,0,99.48,FALSE,2282155.994214
"166",166,40,1,87.27,FALSE,2261941.12266213
"167",167,40,1,64.69,TRUE,1847354.58863143
"168",168,48,0,64.37,TRUE,1768805.68982344
"169",169,41,1,61.36,TRUE,1819619.32481329
"170",170,47,1,89.28,FALSE,2225004.60533451
"171",171,39,1,71.98,TRUE,1778021.4525878
"172",172,56,0,97.4,FALSE,2284281.69300531
"173",173,35,1,64.75,TRUE,1843470.81642156
"174",174,44,1,59.33,TRUE,1743250.33219911
"175",175,36,1,71.51,TRUE,1922475.31299648
"176",176,31,1,59.22,TRUE,1653102.33432527
"177",177,45,0,68.79,TRUE,1839791.06290353
"178",178,41,0,57.59,TRUE,1673592.02570638
"179",179,35,1,47.1,TRUE,1472532.6095731
"180",180,33,1,74.57,TRUE,1978624.79874661
"181",181,54,0,90.81,FALSE,2193284.81675903
"182",182,45,0,66.36,TRUE,1798481.20649416
"183",183,51,1,81.98,FALSE,2146290.99164731
"184",184,35,0,34.38,TRUE,1430683.28059834
"185",185,58,1,94.86,FALSE,2190432.30397839
"186",186,54,1,82.21,FALSE,2114514.39891334
"187",187,45,0,66.26,TRUE,1820750.36614769
"188",188,48,0,77.94,TRUE,1995126.10977091
"189",189,46,1,84.93,FALSE,2065117.78760821
"190",190,52,0,80.49,FALSE,2092324.90022033
"191",191,49,1,61.11,TRUE,1777266.2286019
"192",192,39,1,60.31,TRUE,1727534.24424293
"193",193,46,0,69.32,TRUE,1827760.55490561
"194",194,48,1,85.64,FALSE,2129337.43524502
"195",195,42,0,59.85,TRUE,1732102.59432311
"196",196,54,1,85.95,FALSE,2070076.16811697
"197",197,47,1,71.49,TRUE,1888210.10686533
"198",198,46,1,80.81,FALSE,1949072.89158354
"199",199,46,1,80.01,FALSE,1928361.98509222
"200",200,56,1,88.93,FALSE,2275268.52977028
"201",201,54,0,72.91,TRUE,2046995.86266664
"202",202,47,1,68.62,TRUE,1784209.09179043
"203",203,59,1,90.45,FALSE,2171630.29117914
"204",204,49,0,79.69,TRUE,2026049.44210145
"205",205,49,0,74.63,TRUE,2019097.49013947
"206",206,53,1,62.03,TRUE,1794620.48933003
"207",207,41,1,74.06,TRUE,1980231.88839009
"208",208,57,0,66.47,TRUE,1904370.83260282
"209",209,52,1,90.65,FALSE,2165272.62952979
"210",210,43,1,58.94,TRUE,1708274.79000776
"211",211,44,1,58.73,TRUE,1760060.8923969
"212",212,45,1,70.11,TRUE,1940655.12649531
"213",213,33,0,39.04,TRUE,1496648.88742893
"214",214,35,1,66.67,TRUE,1814389.87474925
"215",215,42,1,69.83,TRUE,1875908.13416211
"216",216,42,1,69.75,TRUE,1870936.59456153
"217",217,53,1,65.91,TRUE,1837933.99510356
"218",218,42,1,48.74,TRUE,1621134.37706391
"219",219,57,1,65.55,TRUE,1799447.00224603
"220",220,33,1,60.23,TRUE,1742739.1048878
"221",221,47,0,91.03,FALSE,2183316.72730662
"222",222,39,1,81.53,FALSE,1935421.28643575
"223",223,52,0,91.84,FALSE,2159631.21885431
"224",224,36,1,69.97,TRUE,1874640.21166549
"225",225,52,0,66.66,TRUE,1849881.89435321
"226",226,43,1,51.34,TRUE,1609739.91604871
"227",227,42,1,81.19,FALSE,2112503.36208881
"228",228,40,0,72.07,TRUE,1855544.64403693
"229",229,50,1,95.83,FALSE,2167673.92596858
"230",230,49,1,68.19,TRUE,1746929.60206369
"231",231,54,0,85.73,FALSE,2170991.68326332
"232",232,45,0,79.42,TRUE,2179702.16742335
"233",233,49,1,67.13,TRUE,1807749.62552159
"234",234,46,1,60.14,TRUE,1745237.58512879
"235",235,44,0,80.49,FALSE,1975086.95553204
"236",236,43,0,60.03,TRUE,1801863.48483132
"237",237,50,0,85.52,FALSE,2100835.80289163
"238",238,37,1,56.24,TRUE,1697628.82682499
"239",239,40,1,75.31,TRUE,2076852.16333247
"240",240,56,1,68.63,TRUE,1952857.14890158
"241",241,30,0,65.11,TRUE,1741013.17877453
"242",242,55,1,86.17,FALSE,2178836.28950448
"243",243,51,0,56.1,TRUE,1626553.00872531
"244",244,52,1,87.53,FALSE,2186245.85417701
"245",245,53,0,68.62,TRUE,1786091.69423992
"246",246,53,0,87.94,FALSE,2198372.50066
"247",247,54,1,79.54,TRUE,2057617.09392326
"248",248,55,0,94.48,FALSE,2136667.66085259
"249",249,52,1,72.68,TRUE,1865474.36418185
"250",250,39,0,51.05,TRUE,1544765.62929149
"251",251,51,0,71.56,TRUE,1963904.42846868
"252",252,43,1,95.85,FALSE,2209961.35504723
"253",253,41,1,85.12,FALSE,2153317.88071932
"254",254,59,1,91.39,FALSE,2210476.53166081
"255",255,45,1,81.47,FALSE,2040408.67726328
"256",256,40,0,67.85,TRUE,1886114.2994437
"257",257,44,1,68.62,TRUE,1909615.7234661
"258",258,51,0,84.57,FALSE,2089236.01661865
"259",259,36,0,89.15,FALSE,2183280.07436421
"260",260,43,1,78.42,TRUE,2202690.78839145
"261",261,43,0,50.3,TRUE,1659474.81142842
"262",262,46,1,74.74,TRUE,2023901.02789758
"263",263,57,0,85.5,FALSE,2137095.24830029
"264",264,59,0,83.51,FALSE,2082442.13925544
"265",265,49,1,82.68,FALSE,1999807.19877449
"266",266,40,1,57.51,TRUE,1685783.73282687
"267",267,42,0,35.13,TRUE,1437845.16298072
"268",268,44,0,65.75,TRUE,1716064.64384403
"269",269,53,1,82.3,FALSE,2019388.05601872
"270",270,49,0,75.94,TRUE,2007060.90332444
"271",271,41,0,83.34,FALSE,1992132.21688027
"272",272,38,0,77.9,TRUE,1959492.04459376
"273",273,50,0,84.32,FALSE,2121903.03975827
"274",274,50,1,85.47,FALSE,1879324.48752083
"275",275,56,1,72.38,TRUE,2058115.07223026
"276",276,38,0,74.73,TRUE,2085084.35392605
"277",277,41,1,83.51,FALSE,1996076.64081037
"278",278,53,1,94.68,FALSE,2182630.16837717
"279",279,54,1,74.62,TRUE,2023236.44564204
"280",280,52,1,86.37,FALSE,2024078.21252215
"281",281,47,1,48.04,TRUE,1534752.32782139
"282",282,46,1,89.14,FALSE,2169931.08185797
"283",283,36,1,46.65,TRUE,1508842.09576514
"284",284,53,1,85.5,FALSE,2061957.58172249
"285",285,36,0,69.22,TRUE,1826206.769171
"286",286,48,0,53.64,TRUE,1678498.30775442
"287",287,53,0,83.72,FALSE,2076043.89591188
"288",288,45,0,63.04,TRUE,1790151.73512037
"289",289,49,0,76.81,TRUE,2082371.7127643
"290",290,52,1,91.02,FALSE,2274715.30327823
"291",291,42,1,79.93,TRUE,2068027.8617817
"292",292,54,1,79.01,TRUE,2133294.14828109
"293",293,41,0,87.6,FALSE,2141052.8116865
"294",294,48,0,76.2,TRUE,2162855.25030598
"295",295,48,1,68.38,TRUE,1880558.25889363
"296",296,48,1,51.96,TRUE,1621133.46080621
"297",297,41,0,46.09,TRUE,1558195.81191994
"298",298,46,1,73.24,TRUE,1936018.44877708
"299",299,47,1,45.42,TRUE,1540708.98984341
"300",300,46,1,86.96,FALSE,2179399.1574959
"301",301,48,0,98.36,FALSE,2197494.67776042
"302",302,48,0,83.04,FALSE,1964599.5647319
"303",303,46,0,83.68,FALSE,2083514.25242353
"304",304,52,0,98.27,FALSE,2210563.95614924
"305",305,37,0,62.83,TRUE,1686760.44705278
"306",306,50,0,87.2,FALSE,2143751.22106508
"307",307,56,0,79.21,TRUE,2070605.63028611
"308",308,45,1,94.72,FALSE,2193437.25143595
"309",309,39,1,88.31,FALSE,2174831.87606654
"310",310,47,0,77.25,TRUE,2061313.3320334
"311",311,45,1,52.6,TRUE,1602464.33142991
"312",312,41,1,20,TRUE,1363714.94372043
"313",313,33,0,75.29,TRUE,1914595.71405507
"314",314,47,1,77.95,TRUE,2032263.75142062
"315",315,62,0,83.59,FALSE,2022076.81903706
"316",316,44,1,36.41,TRUE,1484043.69372788
"317",317,57,1,92.39,FALSE,2284366.85111689
"318",318,45,1,68.89,TRUE,1856442.22732409
"319",319,54,1,76.06,TRUE,2171709.32196441
"320",320,55,0,84.95,FALSE,2090088.37482922
"321",321,50,0,94.17,FALSE,2205695.29676225
"322",322,47,0,70.51,TRUE,2013632.19305243
"323",323,48,1,75.93,TRUE,2019372.64486611
"324",324,38,1,87.86,FALSE,2171951.76325874
"325",325,53,0,72.6,TRUE,1903081.93440557
"326",326,46,1,80.02,FALSE,2122572.43995094
"327",327,43,0,85.88,FALSE,2004155.25003017
"328",328,40,0,64.37,TRUE,1755994.43945838
"329",329,55,0,80.92,FALSE,1975810.91081257
"330",330,45,1,96.23,FALSE,2209141.59625669
"331",331,49,1,99.13,FALSE,2208072.15303194
"332",332,48,0,84.58,FALSE,2127315.62751053
"333",333,46,0,55.4,TRUE,1687299.1667841
"334",334,42,0,51.14,TRUE,1648400.28685521
"335",335,42,1,68.7,TRUE,1987348.58886338
"336",336,60,1,94.16,FALSE,2249161.95625226
"337",337,49,1,71.09,TRUE,1990576.94314134
"338",338,33,1,30.79,TRUE,1399792.99136369
"339",339,58,0,100,FALSE,2192332.94499763
"340",340,52,0,87.17,FALSE,2036399.08913981
"341",341,49,1,47.41,TRUE,1534197.51647102
"342",342,43,0,63.68,TRUE,1781158.12417
"343",343,38,0,56.78,TRUE,1603763.96803081
"344",344,32,0,65.43,TRUE,1813743.02768937
"345",345,48,1,63.43,TRUE,1776305.34284096
"346",346,55,0,74.91,TRUE,1908087.30161487
"347",347,45,1,88.74,FALSE,2208952.06174225
"348",348,58,0,91.87,FALSE,2129318.15063605
"349",349,44,0,74.5,TRUE,2019319.56081763
"350",350,45,0,82.3,FALSE,2148517.38809831
"351",351,41,0,88.55,FALSE,1993630.93957043
"352",352,41,1,66.37,TRUE,1962070.01672217
"353",353,40,1,72.17,TRUE,1887715.40469536
"354",354,58,0,90.88,FALSE,2191524.48557746
"355",355,55,1,83.7,FALSE,2171350.85342355
"356",356,60,0,76.58,TRUE,1982855.33548515
"357",357,51,0,93.4,FALSE,2202762.84895617
"358",358,36,1,80.17,FALSE,2054615.44379154
"359",359,45,0,86.26,FALSE,2055997.78219037
"360",360,53,0,97.68,FALSE,2371741.88031763
"361",361,47,1,80.16,FALSE,2086021.6200187
"362",362,49,0,83.93,FALSE,2228741.3151372
"363",363,42,0,84.9,FALSE,2155767.54920356
"364",364,40,0,62.96,TRUE,1882898.21788953
"365",365,42,0,72.39,TRUE,2028748.83876633
"366",366,57,1,91.96,FALSE,2243507.8440471
"367",367,44,1,67.38,TRUE,1816951.91841603
"368",368,42,1,77.14,TRUE,2004423.80199647
"369",369,49,1,71.91,TRUE,2082386.2603861
"370",370,49,0,60.36,TRUE,1779122.27263479
"371",371,34,1,72.97,TRUE,2024043.18762484
"372",372,30,1,31.21,TRUE,1410017.52101336
"373",373,47,1,72.94,TRUE,1971128.90896732
"374",374,51,0,92.11,FALSE,2189075.55190131
"375",375,45,0,91.84,FALSE,2215954.4034014
"376",376,64,0,96.67,FALSE,2187276.47857295
"377",377,54,1,87.51,FALSE,2212443.38147931
"378",378,42,0,86.72,FALSE,2188943.11710685
"379",379,52,0,84.94,FALSE,2164666.40645969
"380",380,41,1,58.54,TRUE,1768548.54305727
"381",381,52,0,92.29,FALSE,2254801.59622058
"382",382,53,0,74.75,TRUE,1906931.5010147
"383",383,42,0,64.7,TRUE,1786180.56284418
"384",384,41,0,77.68,TRUE,2081130.00479075
"385",385,46,1,71.8,TRUE,2030077.50722138
"386",386,59,0,89.05,FALSE,2191546.78071367
"387",387,47,0,92.41,FALSE,2201213.62512363
"388",388,47,1,69.77,TRUE,1943768.84427818
"389",389,43,1,82.1,FALSE,2109527.5808228
"390",390,49,1,68.49,TRUE,1902229.36854275
"391",391,47,1,67.64,TRUE,1833310.5302638
"392",392,49,0,38.69,TRUE,1503442.7110036
"393",393,38,0,82.09,FALSE,2059411.34745991
"394",394,56,0,57.53,TRUE,1701604.82694514
"395",395,64,0,85.52,FALSE,2098466.35241745
"396",396,39,1,93.91,FALSE,2199602.3069605
"397",397,51,1,91.64,FALSE,2168939.16073076
"398",398,57,1,77.89,TRUE,2101485.0783289
"399",399,44,0,73.16,TRUE,1968591.25543899
"400",400,40,1,87.43,FALSE,2117458.28389935
"401",401,38,0,70.56,TRUE,1878871.14085321
"402",402,34,0,59.3,TRUE,1777584.54602087
"403",403,50,1,92.47,FALSE,2165799.84143448
"404",404,53,1,96.78,FALSE,2237085.2904246
"405",405,59,1,92.25,FALSE,2291878.99266522
"406",406,45,1,88.41,FALSE,2037165.4251401
"407",407,52,1,80.29,FALSE,2053976.00261659
"408",408,38,1,53.94,TRUE,1649352.92877643
"409",409,39,0,69.64,TRUE,1917878.8483671
"410",410,44,1,84.39,FALSE,2180896.64819264
"411",411,53,1,75.94,TRUE,1997392.99071763
"412",412,47,1,83.51,FALSE,2122188.78287499
"413",413,38,1,48.78,TRUE,1564817.29829597
"414",414,31,1,47.57,TRUE,1556261.37490992
"415",415,54,0,91.31,FALSE,2220232.8870636
"416",416,52,0,86.75,FALSE,2087989.7725118
"417",417,54,1,95.37,FALSE,2253142.08151684
"418",418,40,1,66.32,TRUE,1815970.93734447
"419",419,41,1,70.5,TRUE,1914111.06887704
"420",420,41,0,87.88,FALSE,2163872.12745358
"421",421,40,0,59.94,TRUE,1669689.7970192
"422",422,43,1,93.56,FALSE,2255599.22275824
"423",423,45,0,90.8,FALSE,2315047.28395612
"424",424,50,1,76,TRUE,1979213.73265249
"425",425,42,0,64.23,TRUE,1786539.34242984
"426",426,50,1,58.42,TRUE,1640392.21457081
"427",427,49,1,51.07,TRUE,1621497.07449639
"428",428,46,0,91.85,FALSE,2166217.5727764
"429",429,53,0,58.98,TRUE,1881501.04481867
"430",430,43,1,77.19,TRUE,2066217.03967783
"431",431,51,1,79.5,TRUE,2119868.63072857
"432",432,55,0,94.3,FALSE,2171052.36733867
"433",433,41,0,64.59,TRUE,1772751.66133143
"434",434,39,1,67.83,TRUE,1881587.53110759
"435",435,46,1,75.52,TRUE,1995593.37244917
"436",436,38,0,90.24,FALSE,2082369.69005331
"437",437,51,0,87.85,FALSE,2051637.79121491
"438",438,48,1,75.43,TRUE,2036047.85562058
"439",439,43,0,49.43,TRUE,1501102.99933902
"440",440,47,1,81.43,FALSE,1970874.74877124
"441",441,54,1,88.23,FALSE,2201014.61610638
"442",442,36,0,64.53,TRUE,1725135.33327966
"443",443,39,1,66.14,TRUE,1875756.33965507
"444",444,50,1,40.66,TRUE,1548376.24936813
"445",445,37,1,35.3,TRUE,1451937.47475107
"446",446,51,1,77.79,TRUE,2173695.20944441
"447",447,46,1,75.17,TRUE,1967029.58652688
"448",448,49,1,85.85,FALSE,2155898.69109211
"449",449,48,0,87.96,FALSE,2135934.86225838
"450",450,51,1,81.16,FALSE,2117588.8690467
"451",451,44,0,70.62,TRUE,2160239.5900333
"452",452,36,1,75.7,TRUE,2015739.1579477
"453",453,33,0,71.19,TRUE,1997830.65791386
"454",454,39,0,71.23,TRUE,1927895.60624667
"455",455,43,0,58.85,TRUE,1718084.6758393
"456",456,44,1,79.98,TRUE,2077405.14370608
"457",457,32,1,29.47,TRUE,1370396.66590995
"458",458,44,0,65.89,TRUE,1844258.86224488
"459",459,56,0,91.57,FALSE,2259082.12613837
"460",460,48,0,80.04,FALSE,2025917.46921578
"461",461,40,1,64,TRUE,1804436.23484452
"462",462,50,1,82.14,FALSE,1994461.70808923
"463",463,50,1,68.04,TRUE,1834729.64284936
"464",464,39,1,40.85,TRUE,1542458.51822149
"465",465,49,0,85.53,FALSE,2152644.54551701
"466",466,46,1,75.51,TRUE,2071363.92482783
"467",467,47,1,84.4,FALSE,2257837.11242655
"468",468,56,1,90.94,FALSE,2248804.80160132
"469",469,51,0,96.31,FALSE,2307749.8247824
"470",470,41,0,71.3,TRUE,1905497.7683062
"471",471,52,1,61.84,TRUE,1764171.48427994
"472",472,46,0,60.86,TRUE,1737424.14666817
"473",473,54,0,93.26,FALSE,2240055.75341444
"474",474,42,1,90.96,FALSE,2156692.61252983
"475",475,44,1,91.07,FALSE,2182916.98043929
"476",476,48,0,86.01,FALSE,2038786.10100537
"477",477,55,0,71.83,TRUE,1915714.84956781
"478",478,46,0,62.02,TRUE,1833432.81697401
"479",479,46,0,52,TRUE,1694233.07305971
"480",480,40,1,61.48,TRUE,1732656.37077967
"481",481,56,0,86.17,FALSE,2153833.66499692
"482",482,54,1,90.41,FALSE,2248325.61721171
"483",483,46,1,80.42,FALSE,2038675.38419213
"484",484,41,1,73.09,TRUE,1921516.78397651
"485",485,46,0,58.61,TRUE,1644255.58544446
"486",486,60,0,87.97,FALSE,2207295.19817344
"487",487,37,1,69.25,TRUE,1923773.3804028
"488",488,39,1,39.82,TRUE,1426088.94767643
"489",489,45,1,88.57,FALSE,2140909.06067238
"490",490,42,1,79.15,TRUE,2206472.49846709
"491",491,40,1,95.88,FALSE,2201311.02201903
"492",492,60,0,69.33,TRUE,1954183.31125827
"493",493,40,0,85.39,FALSE,2202494.84035201
"494",494,44,1,88.84,FALSE,2166582.17290667
"495",495,32,1,87.15,FALSE,2196167.49386537
"496",496,43,1,65.73,TRUE,1821580.65652264
"497",497,52,0,97.74,FALSE,2316666.87975965
"498",498,62,1,82.36,FALSE,2222964.76008506
"499",499,44,0,89.79,FALSE,2198316.94084311
"500",500,47,1,89.24,FALSE,2203820.21482688
"501",501,50,0,65.01,TRUE,1790533.36070874
"502",502,52,1,67.89,TRUE,1857699.77580153
"503",503,44,1,77.15,TRUE,1986292.22831764
"504",504,43,0,63.46,TRUE,1821927.01691616
"505",505,55,1,84.87,FALSE,2031428.13937418
"506",506,57,1,97.16,FALSE,2352635.75455656
"507",507,40,0,79.29,TRUE,1959506.24774025
"508",508,44,1,81.44,FALSE,2055000.48399567
"509",509,43,1,72.09,TRUE,1974638.40312546
"510",510,42,0,66.17,TRUE,1867768.68023182
"511",511,41,1,52.8,TRUE,1607325.91284819
"512",512,40,1,74.31,TRUE,2198195.46557563
"513",513,48,0,83.51,FALSE,2075196.1483102
"514",514,46,1,80.43,FALSE,1991385.63264347
"515",515,50,1,55.84,TRUE,1714773.38654084
"516",516,46,1,87.98,FALSE,2207431.8887394
"517",517,51,1,89.15,FALSE,2182986.80784
"518",518,40,0,68.75,TRUE,1911318.68371002
"519",519,42,0,61.56,TRUE,1749978.30932024
"520",520,38,1,56.91,TRUE,1636998.39234174
"521",521,45,1,74.97,TRUE,2034874.11270632
"522",522,44,1,78.45,TRUE,2076265.23823531
"523",523,39,0,47.27,TRUE,1520444.53031012
"524",524,53,0,91.13,FALSE,2202475.13595703
"525",525,40,0,50.25,TRUE,1656191.19681749
"526",526,47,1,85.27,FALSE,2166834.21294608
"527",527,52,0,72.6,TRUE,1897367.25613826
"528",528,51,1,64.85,TRUE,1869577.80177696
"529",529,45,0,72.59,TRUE,1970663.19543553
"530",530,43,0,83.54,FALSE,2106478.04282915
"531",531,48,0,71.77,TRUE,1856778.27680424
"532",532,44,0,87.82,FALSE,2141158.63287746
"533",533,55,0,85.59,FALSE,1988921.71341783
"534",534,43,1,48.82,TRUE,1554017.78225645
"535",535,51,0,68.02,TRUE,1829705.11404801
"536",536,54,1,88.52,FALSE,2183455.62540201
"537",537,50,0,75.07,TRUE,1981097.8155023
